id,score,kill,reason,idea
180,2,False,Requires VIX data and long-term stock context.,"Buy long-term positions (14+ days) when the difference between short-term Bollinger Bands (20 periods) and long-term RSI (14 periods) is widening by more than 20% while VIX is below 18, with stop-loss at 2 standard deviations from price."
181,5,False,"Uses BB, but 'late-day sessions' irrelevant.","A mean-reversion strategy that enters when Bollinger Band Upper Bands are breached during late-day sessions, with exits based on price closing above/below the upper/lower bands."
182,7,False,"Uses Ichimoku, SMA, volume; clear entry/exit.","A mean-reversion strategy that enters trades when the Chikou Span crosses above/below the 50-period Simple Moving Average with divergent volume spikes, exits via trailing stops adjusted for expected volatility swings, and holds in the opposite trend direction."
183,6,False,"Uses ATR ratio, but exit rule is incomplete.",Identify market downturns by analyzing the ratio of closing price to its average true range (ATR). When the ratio falls below 0.
184,1,True,Requires VIX futures and Treasury yield.,"Enter long positions when the difference between the VIX futures curve (30 days) and 3-month Treasury yield is negative, with exits based on a 50-period Moving Average crossover to neutral."
185,1,True,Requires options IV and sector rotation data.,"A long-short equity strategy that leverages the predictive power of Option Implied Volatility (OIV) to identify contrarian opportunities in divergent sector rotations, with positions scaled by inverse OIV multiples."
186,3,False,Uses RSI/volume but requires VIX periods.,"A mean-reversion strategy that enters long when RSI diverges bullish in an uptrend with decreasing volume, exits on price breakouts or stop-losses, and only trades during periods of elevated VIX."
187,8,False,"Uses RSI, MACD, volume, ATR; clear logic.","Use a divergence-based entry where RSI is bearish while MACD is bullish, confirmed by decreasing on-bar volume, exiting when price crosses into a trend reversal zone defined by percentile levels, all managed with ATR risk bands."
188,7,False,"Uses RSI and volume, clear entry/exit levels.","Buy 3-consecutive-day high-low reversal signals on the RSI (14) with volume above average, entering long positions at 38% retracement and exiting when price falls below 26%."
189,6,False,"Uses MACD/RSI correlation, but 'correlation' vague.","A momentum confirmation strategy that enters long positions when the correlation between MACD and RSI crosses above 0.7 and exits on the next cross below, with position sizing increasing by 20% on each successful trade."
190,4,False,"Vague title, no entry/exit rules.",Combine Stochastic Oscillator with Chaikin Money Flow for Signal Generation.
191,3,False,"Vague, 'wave count' undefined for OHLCV.",Leveraged Wave Count Trend Following
192,8,False,"Uses RSI, MA crossover, divergence; clear logic.","Develop a volatility-based strategy that enters long positions when the Relative Strength Index (RSI) crosses above 70 and short positions when it crosses below 30, while simultaneously employing a moving average crossover and divergence patterns."
193,5,False,"Uses OBV and BB, but 'weekly volatility' vague.",A trend-following strategy using OBV to confirm price action breaking above the upper BBL after consolidating within the lower BBL during a range-bound market with volatility above 20% on a weekly basis.
194,7,False,Uses volatility breakout and RSI divergence.,Volatility Breakout with RSI Divergence
195,1,True,Requires VIX Index data,"Trade contractions by initiating bearish positions during periods where the VIX Index peaks relative to historical highs and asset prices remain in narrow ranges, exiting when Bollinger Bands touch."
196,1,True,Requires options data and premium,"Sell put options at the open of each month on the last trade day of the month with a strike price equal to the closing high from the same week, using 100% of monthly options premium as leverage."
197,10,False,"Pure OHLCV indicators, clear concept",High-frequency Breakout Trading based on Stochastic Oscillator and Relative Strength Index
198,8,False,"Uses only price indicators, clear logic","A momentum-contrarian strategy that exploits divergence between short-term Bollinger Bands and long-term Ichimoku Cloud price projections, entering on bearish momentum and exiting on bullish momentum."
199,9,False,"Uses only price/volume indicators, clear rules","A bearish strategy that triggers entry when MACD diverges bullish but RSI shows bearish divergence, exited upon ATR volatility expansion."
200,7,False,Vague on VDMA and fractal confirmation,A mean-reversion strategy utilizing StochRSI divergence with VDMA filters and fractal confirmation for price action setups.
201,1,True,Requires pair trading and external Confluence Index,"A long/short momentum pair trade utilizing the Confluence Index (CI) which measures the probability of price action conforming to established trends versus deviating from them, entering on divergences and exiting on harmonies."
202,6,False,"Incomplete description, but uses RSI and volatility","Utilizing a combination of technical indicators, the ""Volatility Divergence and Breakout Strategy"" would identify trading opportunities by detecting extreme price fluctuations accompanied by decreasing volatility. The strategy would enter when the Relative Strength Index (RSI) reaches a significant bearish divergence while the volatility indicator (e."
203,1,True,"Requires options data (delta, puts, calls)","Buy overbought puts with expiration T+7 days, with delta > 0.5, and sell calls with delta < -0."
204,4,False,"Volume condition too strict, but uses OHLCV","Buy 50% of a long position in the next 30 minutes if Bollinger Bands width is below 2 standard deviations, with stop-loss at 20% above entry price and take-profit at 10% below entry price, but only on days where volume is exactly twice the average daily trading volume."
205,9,False,Clear rules with OHLCV indicators,"Enter long positions when Bollinger Bands' upper band crosses above its 20-period moving average, and exit if the lower band touches or closes below it, while also considering a 10% stop-loss tied to ATR."
206,5,False,"References stock price history, but uses bands","A 'Mean-Value-Target' strategy that enters long positions when the stock price reaches 75% of its historical high, exits when it surpasses 125%, with stops placed at 50% of the entry point and adjustments based on Bollinger Bands width."
